shipment_id,order_id,courier_name,shipped_date,delivered_date,status
48881,69687,Delhivery,2025-01-17,2025-01-21,Delivered
48882,69688,Delhivery,2024-05-10,2024-05-12,Delivered
48883,69689,BlueDart,2025-12-10,,Shipped
48884,69693,Delhivery,2025-05-12,2025-05-15,Delivered
48885,69694,Delhivery,2025-08-18,,Shipped
48886,69695,FedEx,2025-11-24,2025-11-29,Delivered
48887,69696,BlueDart,2025-03-12,2025-03-16,Delivered
48888,69698,EcomExpress,2025-03-20,2025-03-26,Delivered
48889,69699,Delhivery,2025-07-15,2025-07-18,Delivered
48890,69704,FedEx,2024-04-11,2024-04-17,Delivered
48891,69707,BlueDart,2025-12-16,2025-12-18,Delivered
48892,69708,Delhivery,2025-10-01,2025-10-04,Delivered
48893,69709,BlueDart,2024-04-20,2024-04-24,Delivered
48894,69710,EcomExpress,2025-06-05,2025-06-08,Delivered
48895,69712,FedEx,2025-12-08,2025-12-10,Delivered
48896,69713,BlueDart,2026-02-16,,Shipped
48897,69714,FedEx,2024-06-28,2024-06-30,Delivered
48898,69715,EcomExpress,2024-10-12,2024-10-17,Delivered
48899,69716,FedEx,2025-03-07,2025-03-12,Delivered
48900,69717,FedEx,2025-02-20,,Shipped
48901,69721,EcomExpress,2024-06-17,2024-06-22,Delivered
48902,69722,EcomExpress,2025-02-24,2025-02-28,Delivered
48903,69723,BlueDart,2024-03-16,2024-03-22,Delivered
48904,69724,Delhivery,2024-10-27,2024-11-01,Delivered
48905,69726,FedEx,2024-03-21,2024-03-26,Delivered
48906,69729,BlueDart,2025-09-15,2025-09-20,Delivered
48907,69730,Delhivery,2024-11-28,2024-12-04,Delivered
48908,69733,Delhivery,2026-01-01,,Shipped
48909,69734,Delhivery,2024-11-18,2024-11-23,Delivered
48910,69735,EcomExpress,2024-10-14,2024-10-18,Delivered
48911,69736,FedEx,2026-01-23,2026-01-25,Delivered
48912,69737,FedEx,2025-08-13,2025-08-17,Delivered
48913,69739,Delhivery,2025-04-09,2025-04-11,Delivered
48914,69740,Delhivery,2025-07-03,2025-07-07,Delivered
48915,69742,EcomExpress,2024-02-13,2024-02-18,Delivered
48916,69743,EcomExpress,2025-11-02,2025-11-07,Delivered
48917,69744,BlueDart,2024-08-03,2024-08-06,Delivered
48918,69746,EcomExpress,2024-04-22,2024-04-27,Delivered
48919,69748,BlueDart,2025-03-14,2025-03-18,Delivered
48920,69750,Delhivery,2025-01-24,2025-01-28,Delivered
48921,69751,FedEx,2024-03-14,2024-03-18,Delivered
48922,69752,BlueDart,2025-08-21,,Shipped
48923,69758,Delhivery,2024-10-14,2024-10-16,Delivered
48924,69760,FedEx,2025-03-10,2025-03-12,Delivered
48925,69761,Delhivery,2025-08-28,2025-09-01,Delivered
48926,69762,FedEx,2024-11-06,2024-11-08,Delivered
48927,69764,EcomExpress,2026-02-22,2026-02-28,Delivered
48928,69765,Delhivery,2024-08-06,2024-08-08,Delivered
48929,69766,Delhivery,2024-06-02,2024-06-08,Returned
48930,69767,BlueDart,2024-04-15,,Shipped
48931,69768,FedEx,2025-05-11,2025-05-13,Delivered
48932,69769,EcomExpress,2026-01-08,2026-01-11,Delivered
48933,69770,Delhivery,2024-12-27,2024-12-31,Delivered
48934,69771,BlueDart,2024-02-09,2024-02-14,Delivered
48935,69773,EcomExpress,2026-01-16,2026-01-20,Delivered
48936,69774,EcomExpress,2024-08-29,,Shipped
48937,69776,EcomExpress,2024-09-13,2024-09-16,Returned
48938,69777,FedEx,2024-08-11,2024-08-17,Delivered
48939,69779,Delhivery,2025-02-20,2025-02-23,Delivered
48940,69780,Delhivery,2024-07-31,,Shipped
48941,69782,Delhivery,2025-03-02,,Shipped
48942,69783,EcomExpress,2026-02-15,2026-02-20,Delivered
48943,69784,Delhivery,2024-09-20,2024-09-26,Delivered
48944,69787,EcomExpress,2026-01-24,2026-01-27,Delivered
48945,69788,BlueDart,2024-08-28,2024-09-02,Returned
48946,69789,BlueDart,2025-09-02,,Shipped
48947,69790,FedEx,2025-06-29,,Shipped
48948,69791,BlueDart,2024-07-21,2024-07-25,Delivered
48949,69795,Delhivery,2025-07-14,2025-07-20,Delivered
48950,69796,BlueDart,2025-07-31,2025-08-02,Delivered
48951,69797,Delhivery,2024-10-13,2024-10-15,Delivered
48952,69798,BlueDart,2024-02-24,2024-02-27,Delivered
48953,69800,Delhivery,2024-02-29,2024-03-05,Delivered
48954,69801,EcomExpress,2024-10-15,2024-10-18,Delivered
48955,69802,BlueDart,2025-04-09,2025-04-11,Returned
48956,69803,EcomExpress,2024-03-07,2024-03-12,Delivered
48957,69804,BlueDart,2024-11-19,2024-11-25,Delivered
48958,69805,FedEx,2024-02-19,2024-02-25,Returned
48959,69806,FedEx,2024-12-17,2024-12-20,Delivered
48960,69808,BlueDart,2024-10-11,2024-10-17,Returned
48961,69810,BlueDart,2025-05-31,2025-06-06,Delivered
48962,69813,BlueDart,2025-09-06,2025-09-08,Delivered
48963,69814,EcomExpress,2024-06-12,2024-06-16,Delivered
48964,69815,EcomExpress,2025-09-06,,Shipped
48965,69816,EcomExpress,2024-12-06,2024-12-11,Delivered
48966,69817,EcomExpress,2025-07-27,2025-08-02,Delivered
48967,69819,BlueDart,2025-07-04,2025-07-08,Delivered
48968,69820,FedEx,2025-08-03,2025-08-06,Delivered
48969,69821,Delhivery,2025-06-16,2025-06-21,Delivered
48970,69822,Delhivery,2024-08-05,2024-08-08,Delivered
48971,69824,BlueDart,2024-09-30,2024-10-03,Delivered
48972,69825,FedEx,2026-02-20,2026-02-23,Delivered
48973,69826,BlueDart,2024-08-30,2024-09-03,Delivered
48974,69828,Delhivery,2024-03-15,,Shipped
48975,69829,EcomExpress,2024-03-17,2024-03-19,Delivered
48976,69830,BlueDart,2024-04-15,2024-04-20,Delivered
48977,69831,FedEx,2024-02-18,2024-02-23,Delivered
48978,69832,FedEx,2025-05-18,,Shipped
48979,69834,Delhivery,2024-10-30,2024-11-05,Delivered
48980,69835,EcomExpress,2025-10-16,2025-10-20,Delivered
48981,69838,BlueDart,2026-01-02,2026-01-06,Delivered
48982,69840,FedEx,2025-03-08,2025-03-12,Delivered
48983,69841,FedEx,2025-05-08,2025-05-12,Delivered
48984,69842,Delhivery,2025-02-05,2025-02-07,Delivered
48985,69843,Delhivery,2024-10-12,2024-10-18,Delivered
48986,69844,Delhivery,2024-11-22,2024-11-26,Delivered
48987,69845,FedEx,2024-01-13,2024-01-15,Delivered
48988,69846,EcomExpress,2024-11-08,2024-11-14,Delivered
48989,69847,Delhivery,2024-08-29,2024-09-01,Delivered
48990,69848,EcomExpress,2024-10-20,2024-10-24,Delivered
48991,69849,Delhivery,2025-01-31,2025-02-06,Delivered
48992,69850,Delhivery,2024-06-27,2024-07-02,Returned
48993,69851,FedEx,2025-07-17,2025-07-22,Delivered
48994,69853,FedEx,2025-11-14,2025-11-18,Delivered
48995,69854,BlueDart,2024-04-17,2024-04-20,Delivered
48996,69856,EcomExpress,2025-04-08,,Shipped
48997,69858,BlueDart,2024-11-07,2024-11-13,Delivered
48998,69859,Delhivery,2024-07-10,2024-07-16,Delivered
48999,69861,Delhivery,2024-04-24,,Shipped
49000,69862,EcomExpress,2025-11-16,2025-11-21,Delivered
49001,69865,Delhivery,2025-04-01,2025-04-07,Delivered
49002,69866,FedEx,2025-10-25,2025-10-30,Returned
49003,69867,Delhivery,2024-10-24,,Shipped
49004,69868,Delhivery,2024-01-24,2024-01-29,Delivered
49005,69869,EcomExpress,2025-06-12,2025-06-14,Delivered
49006,69870,EcomExpress,2024-07-12,2024-07-16,Delivered
49007,69871,BlueDart,2024-02-05,2024-02-10,Delivered
49008,69872,EcomExpress,2025-07-26,2025-07-29,Delivered
49009,69873,Delhivery,2024-07-07,,Shipped
49010,69875,EcomExpress,2026-02-19,2026-02-21,Delivered
49011,69877,Delhivery,2024-12-02,2024-12-05,Delivered
49012,69878,Delhivery,2025-01-17,2025-01-23,Delivered
49013,69879,Delhivery,2024-02-05,2024-02-07,Delivered
49014,69880,EcomExpress,2025-09-21,2025-09-23,Delivered
49015,69882,Delhivery,2024-11-30,2024-12-06,Delivered
49016,69883,FedEx,2025-04-10,2025-04-12,Delivered
49017,69884,EcomExpress,2024-01-05,2024-01-08,Returned
49018,69885,BlueDart,2026-01-15,2026-01-18,Delivered
49019,69886,BlueDart,2026-02-26,2026-02-28,Delivered
49020,69887,Delhivery,2025-10-22,2025-10-27,Delivered
49021,69888,EcomExpress,2025-02-10,2025-02-15,Delivered
49022,69889,EcomExpress,2024-09-13,2024-09-18,Delivered
49023,69891,Delhivery,2025-06-02,2025-06-04,Delivered
49024,69892,Delhivery,2025-06-21,2025-06-26,Delivered
49025,69894,EcomExpress,2024-09-17,,Shipped
49026,69896,EcomExpress,2025-03-05,,Shipped
49027,69897,FedEx,2025-02-24,2025-02-27,Delivered
49028,69898,FedEx,2024-03-25,2024-03-31,Delivered
49029,69899,EcomExpress,2024-06-24,2024-06-28,Delivered
49030,69900,EcomExpress,2025-02-11,2025-02-13,Delivered
49031,69904,BlueDart,2024-04-12,2024-04-18,Delivered
49032,69906,BlueDart,2024-05-20,2024-05-25,Delivered
49033,69907,FedEx,2024-12-01,2024-12-03,Delivered
49034,69909,EcomExpress,2025-07-06,2025-07-08,Returned
49035,69913,FedEx,2024-07-24,2024-07-30,Delivered
49036,69915,FedEx,2025-01-23,2025-01-26,Delivered
49037,69919,EcomExpress,2025-09-01,2025-09-07,Delivered
49038,69920,EcomExpress,2026-02-15,2026-02-20,Delivered
49039,69921,EcomExpress,2025-12-20,2025-12-25,Delivered
49040,69922,EcomExpress,2026-01-30,2026-02-01,Delivered
49041,69924,Delhivery,2024-11-07,2024-11-12,Delivered
49042,69927,BlueDart,2024-10-08,2024-10-11,Delivered
49043,69931,FedEx,2026-01-19,2026-01-22,Delivered
49044,69932,Delhivery,2025-07-04,2025-07-08,Delivered
49045,69933,FedEx,2024-09-27,2024-10-02,Delivered
49046,69934,EcomExpress,2025-11-30,2025-12-05,Delivered
49047,69935,Delhivery,2024-11-13,,Shipped
49048,69937,FedEx,2025-11-22,2025-11-28,Delivered
49049,69939,BlueDart,2025-01-18,,Shipped
49050,69941,Delhivery,2026-02-12,2026-02-16,Delivered
49051,69942,FedEx,2025-02-14,2025-02-20,Delivered
49052,69943,FedEx,2024-07-25,2024-07-31,Delivered
49053,69944,FedEx,2024-11-04,2024-11-06,Delivered
49054,69946,Delhivery,2024-10-13,2024-10-17,Delivered
49055,69947,EcomExpress,2025-07-04,2025-07-10,Delivered
49056,69951,Delhivery,2025-07-16,2025-07-20,Delivered
49057,69952,FedEx,2025-09-29,2025-10-04,Delivered
49058,69953,EcomExpress,2025-02-08,2025-02-14,Delivered
49059,69954,EcomExpress,2024-10-10,,Shipped
49060,69956,BlueDart,2024-10-20,2024-10-23,Delivered
49061,69957,FedEx,2025-05-11,,Shipped
49062,69959,FedEx,2025-04-24,2025-04-27,Delivered
49063,69960,BlueDart,2025-12-04,,Shipped
49064,69961,EcomExpress,2024-01-27,2024-01-29,Delivered
49065,69962,EcomExpress,2024-09-20,2024-09-23,Delivered
49066,69963,BlueDart,2026-02-21,2026-02-23,Delivered
49067,69965,Delhivery,2025-11-08,2025-11-12,Delivered
49068,69966,FedEx,2024-11-17,2024-11-22,Delivered
49069,69967,BlueDart,2024-09-06,2024-09-12,Delivered
49070,69969,Delhivery,2025-10-30,2025-11-03,Delivered
49071,69970,Delhivery,2025-10-18,2025-10-21,Delivered
49072,69972,FedEx,2024-11-21,,Shipped
49073,69973,EcomExpress,2025-09-13,2025-09-19,Delivered
49074,69975,FedEx,2024-03-16,2024-03-19,Delivered
49075,69978,FedEx,2025-06-28,2025-07-03,Delivered
49076,69980,EcomExpress,2026-01-16,,Shipped
49077,69981,Delhivery,2024-09-19,2024-09-21,Delivered
49078,69984,Delhivery,2025-09-26,2025-09-30,Delivered
49079,69985,EcomExpress,2024-01-19,,Shipped
49080,69986,FedEx,2025-06-02,2025-06-06,Delivered
49081,69987,BlueDart,2024-01-30,2024-02-05,Delivered
49082,69990,FedEx,2024-02-06,,Shipped
49083,69991,Delhivery,2026-01-16,2026-01-21,Delivered
49084,69992,EcomExpress,2024-02-28,2024-03-01,Delivered
49085,69994,Delhivery,2025-07-24,,Shipped
49086,69996,BlueDart,2025-04-13,,Shipped
49087,69998,Delhivery,2025-04-03,2025-04-07,Delivered
49088,69999,Delhivery,2025-02-28,2025-03-04,Returned
49089,70000,EcomExpress,2025-06-26,,Shipped
49090,70001,EcomExpress,2024-03-21,2024-03-26,Delivered
49091,70003,Delhivery,2025-05-11,2025-05-14,Delivered
49092,70005,BlueDart,2024-12-22,2024-12-27,Delivered
49093,70006,EcomExpress,2025-11-04,,Shipped
49094,70008,EcomExpress,2025-01-27,2025-01-29,Delivered
49095,70009,BlueDart,2025-02-24,2025-03-02,Delivered
49096,70010,Delhivery,2024-03-15,2024-03-21,Delivered
49097,70011,BlueDart,2024-12-06,,Shipped
49098,70012,FedEx,2026-02-16,2026-02-21,Delivered
49099,70013,BlueDart,2025-10-16,2025-10-18,Delivered
49100,70014,EcomExpress,2025-05-16,2025-05-19,Delivered
49101,70016,BlueDart,2024-10-17,2024-10-22,Delivered
49102,70017,Delhivery,2024-05-23,2024-05-26,Delivered
49103,70018,FedEx,2025-03-10,2025-03-13,Returned
49104,70019,FedEx,2024-02-09,2024-02-15,Delivered
49105,70021,Delhivery,2024-08-12,2024-08-15,Delivered
49106,70022,FedEx,2025-07-30,2025-08-01,Delivered
49107,70024,BlueDart,2025-01-07,2025-01-10,Delivered
49108,70025,BlueDart,2026-02-24,2026-02-27,Delivered
49109,70026,FedEx,2024-05-29,2024-06-02,Delivered
49110,70028,EcomExpress,2024-10-29,2024-11-04,Delivered
49111,70029,EcomExpress,2025-09-30,2025-10-04,Delivered
49112,70031,EcomExpress,2024-02-09,2024-02-15,Delivered
49113,70032,FedEx,2025-01-25,2025-01-31,Delivered
49114,70033,Delhivery,2025-05-06,2025-05-11,Returned
49115,70035,BlueDart,2024-11-13,,Shipped
49116,70036,Delhivery,2024-12-18,2024-12-23,Delivered
49117,70039,Delhivery,2024-03-29,2024-04-02,Delivered
49118,70041,Delhivery,2026-02-06,2026-02-09,Delivered
49119,70042,Delhivery,2026-02-14,2026-02-17,Delivered
49120,70043,FedEx,2024-10-13,2024-10-16,Delivered
49121,70044,FedEx,2025-07-02,,Shipped
49122,70045,Delhivery,2025-02-13,,Shipped
49123,70048,BlueDart,2026-01-05,2026-01-10,Delivered
49124,70049,Delhivery,2024-06-12,2024-06-15,Delivered
49125,70050,EcomExpress,2024-11-04,2024-11-08,Delivered
49126,70051,FedEx,2024-06-21,2024-06-23,Delivered
49127,70054,Delhivery,2025-12-19,,Shipped
49128,70055,Delhivery,2024-05-20,2024-05-24,Delivered
49129,70056,Delhivery,2024-03-25,2024-03-31,Delivered
49130,70057,BlueDart,2025-12-09,,Shipped
49131,70058,Delhivery,2025-07-04,2025-07-10,Delivered
49132,70059,Delhivery,2025-06-21,2025-06-26,Delivered
49133,70060,Delhivery,2025-05-08,2025-05-11,Delivered
49134,70064,EcomExpress,2024-11-15,2024-11-21,Delivered
49135,70065,BlueDart,2025-06-29,2025-07-04,Delivered
49136,70066,Delhivery,2025-02-15,2025-02-20,Delivered
49137,70067,FedEx,2025-06-21,,Shipped
49138,70069,Delhivery,2025-07-03,2025-07-09,Delivered
49139,70070,FedEx,2025-08-02,2025-08-04,Delivered
49140,70071,EcomExpress,2025-09-11,2025-09-17,Delivered
49141,70073,EcomExpress,2024-10-11,2024-10-13,Returned
49142,70074,BlueDart,2025-03-01,2025-03-04,Delivered
49143,70076,Delhivery,2025-06-20,,Shipped
49144,70078,BlueDart,2025-06-19,,Shipped
49145,70079,FedEx,2024-04-23,2024-04-25,Delivered
49146,70081,BlueDart,2025-12-21,2025-12-27,Delivered
49147,70083,Delhivery,2025-04-13,2025-04-15,Delivered
49148,70084,BlueDart,2024-11-19,2024-11-22,Delivered
49149,70085,FedEx,2025-03-26,2025-03-30,Delivered
49150,70086,Delhivery,2024-03-08,2024-03-10,Delivered
49151,70087,EcomExpress,2024-03-01,2024-03-05,Delivered
49152,70088,FedEx,2025-04-09,,Shipped
49153,70089,Delhivery,2025-12-25,2025-12-29,Delivered
49154,70090,EcomExpress,2025-03-13,,Shipped
49155,70091,EcomExpress,2025-05-15,2025-05-20,Delivered
49156,70092,FedEx,2025-10-11,2025-10-16,Delivered
49157,70093,Delhivery,2025-08-15,2025-08-19,Returned
49158,70094,EcomExpress,2025-08-11,2025-08-13,Delivered
49159,70096,EcomExpress,2026-02-15,2026-02-19,Delivered
49160,70097,EcomExpress,2025-06-22,2025-06-28,Delivered
49161,70103,BlueDart,2025-03-10,2025-03-12,Delivered
49162,70104,BlueDart,2025-08-08,2025-08-12,Delivered
49163,70105,FedEx,2024-09-24,2024-09-28,Delivered
49164,70106,EcomExpress,2025-06-01,2025-06-05,Delivered
49165,70107,Delhivery,2025-06-04,2025-06-07,Delivered
49166,70108,FedEx,2024-08-29,2024-09-02,Returned
49167,70111,FedEx,2025-01-17,2025-01-21,Delivered
49168,70112,EcomExpress,2024-12-07,2024-12-11,Returned
49169,70113,Delhivery,2025-03-28,2025-03-31,Delivered
49170,70114,Delhivery,2024-02-27,2024-03-01,Delivered
49171,70116,EcomExpress,2025-09-11,2025-09-13,Delivered
49172,70120,FedEx,2024-07-12,2024-07-17,Delivered
49173,70121,BlueDart,2025-07-20,,Shipped
49174,70122,BlueDart,2024-02-09,2024-02-11,Delivered
49175,70123,EcomExpress,2024-05-08,2024-05-10,Delivered
49176,70124,BlueDart,2025-06-26,2025-06-29,Delivered
49177,70125,FedEx,2025-04-12,2025-04-18,Delivered
49178,70126,Delhivery,2024-09-28,2024-10-03,Returned
49179,70127,Delhivery,2024-11-16,2024-11-19,Delivered
49180,70130,EcomExpress,2024-08-03,,Shipped
49181,70131,EcomExpress,2025-06-10,2025-06-16,Delivered
49182,70132,BlueDart,2024-12-30,2025-01-03,Delivered
49183,70133,Delhivery,2024-10-30,2024-11-05,Delivered
49184,70134,BlueDart,2025-09-11,2025-09-13,Delivered
49185,70135,BlueDart,2025-04-21,2025-04-23,Delivered
49186,70136,BlueDart,2024-11-19,2024-11-23,Delivered
49187,70138,Delhivery,2024-02-15,2024-02-17,Delivered
49188,70140,Delhivery,2025-08-17,2025-08-19,Delivered
49189,70141,BlueDart,2025-12-24,2025-12-26,Returned
49190,70142,FedEx,2024-01-24,2024-01-29,Returned
49191,70143,FedEx,2024-08-26,,Shipped
49192,70144,FedEx,2025-03-02,2025-03-06,Delivered
49193,70147,BlueDart,2026-01-22,2026-01-28,Delivered
49194,70148,EcomExpress,2025-08-02,2025-08-08,Delivered
49195,70153,Delhivery,2025-06-07,2025-06-10,Delivered
49196,70154,Delhivery,2025-01-19,2025-01-23,Delivered
49197,70157,Delhivery,2025-10-10,2025-10-12,Delivered
49198,70161,EcomExpress,2024-03-28,2024-03-30,Delivered
49199,70162,Delhivery,2024-12-21,2024-12-23,Delivered
49200,70163,BlueDart,2024-01-08,2024-01-10,Delivered
49201,70165,BlueDart,2025-01-24,2025-01-29,Delivered
49202,70167,EcomExpress,2025-11-15,,Shipped
49203,70168,Delhivery,2025-11-27,2025-11-30,Delivered
49204,70170,Delhivery,2025-08-28,2025-09-03,Delivered
49205,70171,FedEx,2024-09-20,2024-09-24,Delivered
49206,70173,FedEx,2025-08-27,2025-08-31,Delivered
49207,70174,EcomExpress,2025-03-05,2025-03-11,Delivered
49208,70175,EcomExpress,2024-07-30,2024-08-04,Delivered
49209,70178,EcomExpress,2025-10-22,2025-10-26,Delivered
49210,70180,Delhivery,2024-03-20,2024-03-22,Delivered
49211,70181,Delhivery,2025-08-20,2025-08-23,Delivered
49212,70182,FedEx,2024-11-13,,Shipped
49213,70183,BlueDart,2024-10-31,2024-11-05,Delivered
49214,70184,Delhivery,2024-02-14,2024-02-20,Delivered
49215,70185,FedEx,2025-01-08,2025-01-10,Delivered
49216,70186,EcomExpress,2024-07-21,,Shipped
49217,70189,FedEx,2025-01-11,2025-01-17,Returned
49218,70190,FedEx,2025-08-19,,Shipped
49219,70191,FedEx,2025-03-17,2025-03-20,Delivered
49220,70192,BlueDart,2024-07-13,2024-07-19,Delivered
49221,70193,BlueDart,2025-06-05,2025-06-09,Delivered
49222,70194,FedEx,2025-02-05,2025-02-08,Delivered
49223,70195,EcomExpress,2025-01-22,2025-01-24,Delivered
49224,70196,BlueDart,2025-12-11,2025-12-13,Delivered
49225,70197,EcomExpress,2025-03-09,,Shipped
49226,70198,BlueDart,2025-10-11,2025-10-16,Delivered
49227,70199,EcomExpress,2024-07-03,,Shipped
49228,70200,FedEx,2026-02-26,2026-03-01,Delivered
49229,70201,EcomExpress,2025-08-13,2025-08-16,Delivered
49230,70202,EcomExpress,2025-06-21,2025-06-27,Delivered
49231,70203,BlueDart,2024-04-19,2024-04-21,Delivered
49232,70205,EcomExpress,2025-04-20,2025-04-24,Delivered
49233,70206,Delhivery,2024-03-21,2024-03-24,Delivered
49234,70208,FedEx,2025-06-25,2025-06-30,Delivered
49235,70209,Delhivery,2025-06-09,2025-06-12,Delivered
49236,70210,BlueDart,2024-09-14,2024-09-17,Delivered
49237,70211,Delhivery,2025-06-07,2025-06-12,Delivered
49238,70214,FedEx,2024-10-18,2024-10-24,Delivered
49239,70215,EcomExpress,2025-09-25,2025-09-28,Delivered
49240,70216,EcomExpress,2025-05-13,2025-05-18,Delivered
49241,70217,FedEx,2025-01-13,2025-01-15,Delivered
49242,70219,FedEx,2024-06-26,,Shipped
49243,70220,EcomExpress,2025-09-04,2025-09-06,Delivered
49244,70221,EcomExpress,2025-10-30,2025-11-01,Delivered
49245,70222,FedEx,2025-01-07,,Shipped
49246,70223,EcomExpress,2025-05-19,,Shipped
49247,70226,BlueDart,2025-09-15,2025-09-18,Delivered
49248,70228,EcomExpress,2024-01-20,2024-01-24,Delivered
49249,70229,Delhivery,2025-08-28,2025-09-03,Delivered
49250,70230,BlueDart,2025-12-19,2025-12-24,Delivered
49251,70231,FedEx,2024-03-14,2024-03-16,Delivered
49252,70232,EcomExpress,2024-02-19,2024-02-21,Returned
49253,70233,FedEx,2025-02-13,2025-02-16,Delivered
49254,70234,EcomExpress,2024-05-24,2024-05-30,Delivered
49255,70235,EcomExpress,2025-10-26,2025-10-28,Delivered
49256,70237,FedEx,2024-03-28,2024-04-01,Delivered
49257,70239,BlueDart,2024-05-13,2024-05-16,Delivered
49258,70240,EcomExpress,2025-04-21,2025-04-27,Delivered
49259,70241,Delhivery,2025-03-26,2025-03-30,Delivered
49260,70242,FedEx,2025-05-15,2025-05-17,Delivered
49261,70244,Delhivery,2025-05-21,2025-05-26,Returned
49262,70245,FedEx,2025-01-15,2025-01-17,Delivered
49263,70247,Delhivery,2025-12-01,2025-12-04,Delivered
49264,70248,EcomExpress,2025-02-26,2025-03-04,Delivered
49265,70249,BlueDart,2025-09-23,2025-09-29,Delivered
49266,70251,Delhivery,2024-02-26,2024-02-29,Delivered
49267,70252,FedEx,2024-08-18,2024-08-23,Delivered
49268,70253,BlueDart,2024-09-18,2024-09-24,Delivered
49269,70254,Delhivery,2024-03-06,2024-03-08,Delivered
49270,70256,BlueDart,2025-05-28,2025-06-02,Delivered
49271,70259,FedEx,2024-02-22,2024-02-26,Delivered
49272,70260,BlueDart,2025-07-10,,Shipped
49273,70262,Delhivery,2025-10-07,2025-10-10,Delivered
49274,70263,FedEx,2025-09-05,,Shipped
49275,70265,BlueDart,2024-05-30,2024-06-02,Delivered
49276,70266,FedEx,2025-02-15,2025-02-21,Delivered
49277,70267,BlueDart,2026-01-09,2026-01-12,Delivered
49278,70268,BlueDart,2024-03-22,2024-03-26,Returned
49279,70270,BlueDart,2024-08-06,2024-08-09,Delivered
49280,70272,EcomExpress,2025-10-07,,Shipped
49281,70273,Delhivery,2025-10-13,2025-10-17,Delivered
49282,70274,Delhivery,2024-10-13,2024-10-15,Delivered
49283,70275,FedEx,2024-09-13,2024-09-15,Delivered
49284,70276,FedEx,2025-07-20,,Shipped
49285,70277,EcomExpress,2025-09-12,2025-09-15,Delivered
49286,70278,EcomExpress,2024-02-09,2024-02-13,Delivered
49287,70279,EcomExpress,2024-05-27,2024-05-29,Delivered
49288,70280,Delhivery,2024-05-01,,Shipped
49289,70282,FedEx,2025-11-22,2025-11-25,Returned
49290,70283,BlueDart,2024-11-17,2024-11-21,Delivered
49291,70286,Delhivery,2025-09-16,2025-09-19,Delivered
49292,70287,FedEx,2024-11-03,2024-11-05,Delivered
49293,70288,EcomExpress,2025-05-27,2025-05-29,Returned
49294,70290,BlueDart,2025-11-14,2025-11-19,Delivered
49295,70292,BlueDart,2024-04-26,2024-04-28,Delivered
49296,70293,FedEx,2025-04-20,2025-04-25,Delivered
49297,70294,FedEx,2025-02-21,2025-02-27,Delivered
49298,70295,FedEx,2025-01-11,2025-01-14,Delivered
49299,70297,Delhivery,2025-01-04,2025-01-10,Delivered
49300,70299,FedEx,2026-02-12,2026-02-16,Delivered
49301,70300,EcomExpress,2025-05-13,2025-05-17,Returned
49302,70301,Delhivery,2026-01-14,2026-01-20,Delivered
49303,70302,BlueDart,2024-06-21,2024-06-26,Delivered
49304,70304,BlueDart,2025-11-07,2025-11-11,Delivered
49305,70308,FedEx,2025-06-24,2025-06-26,Delivered
49306,70309,EcomExpress,2025-08-17,2025-08-21,Delivered
49307,70310,EcomExpress,2024-11-22,2024-11-27,Delivered
49308,70312,EcomExpress,2026-02-27,2026-03-03,Delivered
49309,70313,FedEx,2024-07-25,2024-07-29,Delivered
49310,70314,EcomExpress,2024-08-25,2024-08-29,Delivered
49311,70315,FedEx,2026-01-19,,Shipped
49312,70316,FedEx,2024-06-18,2024-06-22,Returned
49313,70317,BlueDart,2024-06-05,2024-06-09,Delivered
49314,70320,FedEx,2025-05-30,2025-06-03,Delivered
49315,70323,FedEx,2025-02-15,2025-02-19,Delivered
49316,70324,Delhivery,2024-11-23,2024-11-28,Returned
49317,70325,Delhivery,2024-04-27,2024-05-03,Delivered
49318,70326,Delhivery,2024-05-18,2024-05-20,Delivered
49319,70327,FedEx,2024-07-30,2024-08-03,Delivered
49320,70330,Delhivery,2025-10-31,2025-11-03,Returned
49321,70332,FedEx,2024-01-08,2024-01-14,Returned
49322,70333,Delhivery,2025-04-21,2025-04-23,Delivered
49323,70334,BlueDart,2024-08-09,2024-08-13,Delivered
49324,70336,Delhivery,2024-04-17,2024-04-19,Delivered
49325,70337,EcomExpress,2025-07-18,2025-07-20,Delivered
49326,70338,FedEx,2024-06-13,2024-06-15,Delivered
49327,70342,FedEx,2024-06-03,2024-06-09,Delivered
49328,70343,BlueDart,2025-05-14,2025-05-16,Delivered
49329,70345,EcomExpress,2025-04-02,,Shipped
49330,70346,EcomExpress,2025-05-15,,Shipped
49331,70350,Delhivery,2025-04-22,2025-04-28,Delivered
49332,70351,EcomExpress,2025-01-29,,Shipped
49333,70352,Delhivery,2025-04-01,2025-04-04,Delivered
49334,70353,EcomExpress,2025-12-01,2025-12-04,Delivered
49335,70355,BlueDart,2025-09-08,2025-09-11,Delivered
49336,70356,FedEx,2025-07-15,2025-07-18,Delivered
49337,70357,BlueDart,2025-11-04,2025-11-07,Returned
49338,70358,FedEx,2024-02-21,2024-02-27,Delivered
49339,70360,BlueDart,2024-10-01,,Shipped
49340,70361,FedEx,2024-01-30,2024-02-05,Delivered
49341,70363,FedEx,2026-02-13,2026-02-15,Delivered
49342,70364,Delhivery,2024-11-01,2024-11-06,Returned
49343,70365,Delhivery,2024-10-21,2024-10-26,Delivered
49344,70367,EcomExpress,2026-02-12,,Shipped
