order_id,cust_id,store_id,order_date,order_status,gross_total,discount_amount,net_total
61185,32543,89,2025-06-12,Processing,29488.03,3909.64,25578.39
61186,15770,120,2024-10-15,Delivered,18150.03,0.0,18150.03
61187,29407,198,2024-09-24,Delivered,49599.08,0.0,49599.08
61188,6357,192,2026-02-04,Shipped,386811.76,0.0,386811.76
61189,14933,110,2025-09-05,Delivered,69717.9,0.0,69717.9
61190,26208,33,2025-05-11,Delivered,39041.98,704.18,38337.8
61191,5061,184,2026-01-15,Delivered,99055.61,5137.19,93918.42
61192,13364,118,2025-07-16,Returned,59579.66,2203.61,57376.05
61193,9828,8,2025-05-22,Processing,247158.1,0.0,247158.1
61194,24499,190,2024-05-23,Delivered,253112.76,0.0,253112.76
61195,8825,27,2025-04-30,Delivered,18156.69,4539.17,13617.52
61196,7412,166,2025-04-04,Delivered,5139.32,0.0,5139.32
61197,23690,33,2025-04-23,Delivered,1456.72,0.0,1456.72
61198,28004,178,2025-08-15,Processing,422550.84,103411.24,319139.6
61199,24521,135,2025-07-15,Failed,147852.22,2044.5,145807.72
61200,28756,108,2025-12-22,Delivered,80977.64,8356.41,72621.23
61201,14946,33,2025-04-17,Out for Delivery,2351.73,0.0,2351.73
61202,17789,182,2025-04-22,Failed,37861.66,0.0,37861.66
61203,9293,40,2024-07-28,Processing,146376.34,0.0,146376.34
61204,11224,137,2024-07-01,Delivered,28698.24,2986.66,25711.58
61205,29663,136,2025-09-24,Processing,4222.69,422.27,3800.42
61206,31694,68,2024-01-01,Processing,96298.25,0.0,96298.25
61207,19699,123,2025-09-27,Shipped,30014.74,3115.69,26899.05
61208,25188,198,2024-09-07,Delivered,3451.22,408.26,3042.96
61209,3416,84,2025-04-30,Cancelled,4466.98,0.0,4466.98
61210,27618,67,2025-08-16,Delivered,74983.7,0.0,74983.7
61211,31513,69,2024-11-10,Out for Delivery,102378.17,9298.71,93079.46
61212,16566,129,2024-10-12,Delivered,303310.75,0.0,303310.75
61213,15813,115,2025-01-30,Delivered,417878.52,0.0,417878.52
61214,16930,119,2025-03-03,Delivered,2472.06,0.0,2472.06
61215,39017,138,2025-07-05,Shipped,31046.75,0.0,31046.75
61216,21472,50,2024-10-09,Delivered,91853.64,0.0,91853.64
61217,40873,118,2025-10-21,Delivered,238378.92,65833.31,172545.61
61218,32708,70,2024-06-01,Processing,24412.17,0.0,24412.17
61219,37567,66,2024-11-24,Shipped,234.09,0.0,234.09
61220,27644,140,2025-12-21,Shipped,12923.58,801.5,12122.08
61221,10386,185,2025-02-01,Out for Delivery,847.44,190.67,656.77
61222,38770,118,2024-10-13,Delivered,12404.68,0.0,12404.68
61223,46851,161,2025-07-22,Shipped,138111.92,9164.78,128947.14
61224,45669,102,2025-08-23,Delivered,124591.67,3515.67,121076.0
61225,48260,43,2026-02-01,Processing,1122.87,0.0,1122.87
61226,2658,63,2025-06-13,Returned,100164.13,1945.55,98218.58
61227,49258,171,2025-05-25,Failed,34097.02,5289.42,28807.6
61228,988,195,2024-03-19,Cancelled,295097.59,336.45,294761.14
61229,4936,78,2025-12-18,Delivered,18198.93,2556.8,15642.13
61230,33863,146,2024-03-24,Delivered,8863.1,0.0,8863.1
61231,42386,11,2025-09-17,Delivered,15127.86,0.0,15127.86
61232,6992,34,2025-11-27,Returned,7493.54,0.0,7493.54
61233,39521,84,2024-08-18,Delivered,47591.93,486.88,47105.05
61234,17581,124,2025-09-27,Delivered,1554.49,0.0,1554.49
61235,28859,47,2024-05-04,Delivered,200806.2,0.0,200806.2
61236,45359,15,2025-07-26,Delivered,148480.9,18777.89,129703.01
61237,48031,175,2025-11-18,Delivered,414279.85,0.0,414279.85
61238,35719,177,2025-12-26,Delivered,172128.12,1372.19,170755.93
61239,16201,39,2024-04-03,Shipped,3572.31,0.0,3572.31
61240,38624,2,2024-05-22,Delivered,9832.2,0.0,9832.2
61241,14025,55,2025-01-13,Out for Delivery,242187.83,20489.2,221698.63
61242,25491,181,2025-08-14,Failed,436211.25,4838.54,431372.71
61243,2695,173,2024-01-21,Processing,42213.69,0.0,42213.69
61244,1296,165,2024-05-31,Delivered,3183.38,955.01,2228.37
61245,32545,103,2024-02-21,Out for Delivery,15073.06,0.0,15073.06
61246,15751,7,2026-02-01,Delivered,3366.91,1010.07,2356.84
61247,22767,64,2026-01-20,Delivered,176061.21,0.0,176061.21
61248,11972,98,2025-06-24,Shipped,245878.23,0.0,245878.23
61249,19461,67,2025-05-18,Delivered,2436.26,0.0,2436.26
61250,3507,55,2024-09-18,Delivered,85064.64,188.8,84875.84
61251,25436,97,2025-12-03,Delivered,32878.5,4119.49,28759.01
61252,32318,86,2025-12-03,Out for Delivery,40434.59,4129.02,36305.57
61253,30203,102,2025-02-12,Delivered,26546.83,0.0,26546.83
61254,32519,97,2025-06-30,Delivered,5184.13,0.0,5184.13
61255,17274,175,2024-11-09,Delivered,10682.46,0.0,10682.46
61256,40671,150,2024-11-28,Delivered,6463.6,0.0,6463.6
61257,22862,111,2024-09-10,Delivered,96730.39,15368.85,81361.54
61258,46732,196,2025-07-24,Delivered,8483.54,0.0,8483.54
61259,32999,152,2024-05-04,Processing,15650.83,0.0,15650.83
61260,32750,111,2025-09-25,Delivered,68772.18,207.9,68564.28
61261,42226,124,2024-06-21,Delivered,3152.37,0.0,3152.37
61262,32106,16,2025-02-20,Processing,213045.66,38325.12,174720.54
61263,3899,13,2025-05-22,Processing,69484.04,558.37,68925.67
61264,22022,187,2026-02-22,Delivered,7144.75,0.0,7144.75
61265,13429,72,2024-08-09,Out for Delivery,133154.56,0.0,133154.56
61266,29964,111,2026-01-07,Delivered,15911.39,614.26,15297.13
61267,21975,49,2024-08-30,Cancelled,157054.71,0.0,157054.71
61268,48634,124,2025-01-20,Shipped,131118.21,284.31,130833.9
61269,39898,11,2025-07-03,Returned,149145.4,15493.26,133652.14
61270,36030,69,2025-04-21,Delivered,11971.3,0.0,11971.3
61271,39757,154,2024-09-05,Failed,6044.28,0.0,6044.28
61272,45080,86,2024-02-06,Processing,84885.5,0.0,84885.5
61273,1641,94,2025-09-10,Delivered,33283.74,0.0,33283.74
61274,11844,124,2025-05-23,Delivered,47046.54,0.0,47046.54
61275,47063,15,2024-02-28,Delivered,425327.85,0.0,425327.85
61276,18342,28,2025-08-29,Delivered,23230.67,0.0,23230.67
61277,3021,180,2025-04-17,Delivered,126018.27,0.0,126018.27
61278,18458,33,2025-02-08,Delivered,11769.1,1321.43,10447.67
61279,14264,50,2025-02-22,Delivered,69359.58,0.0,69359.58
61280,13289,132,2024-09-01,Delivered,4748.18,237.41,4510.77
61281,40680,57,2025-07-05,Shipped,7590.0,0.0,7590.0
61282,1935,136,2025-03-25,Processing,20252.81,590.14,19662.67
61283,7322,2,2025-04-30,Delivered,104585.58,2367.18,102218.4
61284,35917,189,2026-01-09,Delivered,127650.17,1156.41,126493.76
61285,11081,191,2025-09-26,Out for Delivery,14015.49,0.0,14015.49
61286,39573,198,2024-05-22,Delivered,141586.51,0.0,141586.51
61287,6373,149,2024-08-26,Delivered,23957.88,0.0,23957.88
61288,7695,94,2025-11-01,Failed,236019.34,0.0,236019.34
61289,44126,45,2025-07-20,Delivered,41599.48,0.0,41599.48
61290,2141,21,2024-06-12,Out for Delivery,77983.06,21022.9,56960.16
61291,3767,1,2024-09-25,Delivered,49351.14,0.0,49351.14
61292,41933,143,2024-10-30,Cancelled,602657.73,0.0,602657.73
61293,35521,145,2024-08-28,Delivered,43166.86,5389.32,37777.54
61294,38463,132,2024-06-06,Processing,201054.9,0.0,201054.9
61295,26613,116,2024-03-14,Delivered,469.49,0.0,469.49
61296,33729,68,2024-10-28,Shipped,115424.15,0.0,115424.15
61297,15042,36,2025-05-25,Delivered,17505.83,457.63,17048.2
61298,14004,70,2024-12-27,Cancelled,44809.43,0.0,44809.43
61299,34036,46,2025-06-05,Failed,9189.68,0.0,9189.68
61300,15687,58,2025-07-17,Processing,11395.75,439.27,10956.48
61301,14638,116,2025-06-18,Processing,1269.42,0.0,1269.42
61302,33536,52,2025-12-24,Processing,16644.06,0.0,16644.06
61303,23512,148,2025-02-28,Shipped,25781.61,0.0,25781.61
61304,37802,53,2026-01-16,Delivered,16377.74,1489.41,14888.33
61305,21201,94,2025-09-03,Out for Delivery,28465.9,1308.15,27157.75
61306,40917,9,2024-09-06,Failed,394.1,0.0,394.1
61307,32965,2,2024-11-18,Delivered,268878.2,38310.64,230567.56
61308,24107,163,2025-07-09,Delivered,104179.96,0.0,104179.96
61309,11743,50,2025-06-29,Processing,5366.61,1073.32,4293.29
61310,21511,137,2024-09-18,Delivered,20226.57,0.0,20226.57
61311,26843,125,2025-02-17,Delivered,8518.76,851.88,7666.88
61312,27880,69,2025-02-13,Out for Delivery,739.39,0.0,739.39
61313,47887,191,2024-05-07,Processing,5122.52,386.81,4735.71
61314,24652,75,2026-01-23,Delivered,21282.27,110.6,21171.67
61315,42472,88,2025-07-29,Delivered,17272.6,0.0,17272.6
61316,17279,186,2025-02-01,Delivered,743.13,0.0,743.13
61317,34969,86,2024-08-08,Delivered,53717.66,0.0,53717.66
61318,47258,185,2025-05-27,Delivered,69601.4,4570.68,65030.72
61319,11077,181,2024-05-16,Processing,107309.79,0.0,107309.79
61320,47876,45,2024-02-27,Delivered,5947.83,0.0,5947.83
61321,37273,82,2024-01-26,Processing,163674.21,0.0,163674.21
61322,4769,94,2025-10-31,Processing,127069.77,0.0,127069.77
61323,22838,26,2025-11-15,Returned,152373.36,13241.52,139131.84
61324,22614,130,2025-03-02,Delivered,13499.78,0.0,13499.78
61325,48885,59,2024-02-28,Out for Delivery,156553.03,30094.43,126458.6
61326,21445,130,2025-05-04,Returned,1119.66,0.0,1119.66
61327,36612,73,2024-02-17,Delivered,7568.45,0.0,7568.45
61328,34641,137,2025-12-03,Delivered,156295.84,0.0,156295.84
61329,37234,83,2024-12-17,Delivered,19735.63,1973.57,17762.06
61330,4539,173,2025-12-12,Processing,37759.58,0.0,37759.58
61331,11398,18,2025-12-24,Delivered,9013.71,786.02,8227.69
61332,10391,70,2025-12-13,Failed,446300.62,0.0,446300.62
61333,4597,12,2024-08-27,Out for Delivery,19606.5,0.0,19606.5
61334,49219,184,2025-07-05,Delivered,123920.1,1236.91,122683.19
61335,31733,15,2025-10-28,Processing,12687.27,1903.09,10784.18
61336,40721,153,2024-11-15,Delivered,243733.73,73120.12,170613.61
61337,32131,80,2024-12-11,Delivered,31842.39,1802.93,30039.46
61338,6486,104,2024-05-02,Delivered,39886.03,0.0,39886.03
61339,14825,124,2025-06-26,Delivered,86142.85,9845.78,76297.07
61340,27656,23,2024-03-28,Delivered,5366.55,1341.64,4024.91
61341,11009,146,2025-01-12,Delivered,2189.25,0.0,2189.25
61342,33386,150,2024-08-31,Shipped,46327.44,600.01,45727.43
61343,38267,173,2024-01-03,Returned,422220.76,4213.41,418007.35
61344,10006,114,2025-08-11,Cancelled,98503.4,13577.01,84926.39
61345,30284,90,2025-11-11,Delivered,28258.21,0.0,28258.21
61346,32566,165,2025-06-10,Delivered,145602.24,0.0,145602.24
61347,39673,89,2025-08-23,Delivered,7214.0,0.0,7214.0
61348,41178,21,2025-08-19,Out for Delivery,49375.7,0.0,49375.7
61349,27586,145,2025-01-26,Delivered,16485.01,1304.81,15180.2
61350,30677,32,2024-06-22,Delivered,81246.6,2506.07,78740.53
61351,5264,72,2025-08-31,Cancelled,19818.6,0.0,19818.6
61352,37064,110,2025-05-14,Delivered,8939.9,0.0,8939.9
61353,42718,46,2025-04-04,Shipped,48676.89,578.77,48098.12
61354,22800,22,2025-12-01,Processing,47192.52,0.0,47192.52
61355,957,179,2025-09-22,Delivered,6355.46,0.0,6355.46
61356,32126,3,2024-08-11,Out for Delivery,7657.96,0.0,7657.96
61357,22153,197,2025-09-19,Delivered,240186.13,4179.73,236006.4
61358,40563,186,2024-10-11,Delivered,58758.44,0.0,58758.44
61359,26555,95,2025-01-22,Delivered,3318.02,0.0,3318.02
61360,23828,29,2024-09-09,Delivered,4551.93,0.0,4551.93
61361,3423,178,2024-11-27,Delivered,57795.94,8386.3,49409.64
61362,25768,87,2026-01-11,Delivered,52939.45,2688.01,50251.44
61363,20500,85,2025-02-22,Returned,254380.86,11936.91,242443.95
61364,21601,176,2024-11-25,Processing,129023.18,0.0,129023.18
61365,25301,161,2024-10-03,Delivered,98003.15,665.42,97337.73
61366,13938,85,2026-02-24,Delivered,1507.67,452.3,1055.37
61367,3242,193,2024-10-18,Delivered,21985.02,1954.16,20030.86
61368,41897,144,2025-12-26,Out for Delivery,15032.18,0.0,15032.18
61369,5283,126,2024-01-23,Delivered,1765.65,0.0,1765.65
61370,4365,112,2025-06-18,Delivered,2139.3,0.0,2139.3
61371,5913,15,2024-01-16,Delivered,21345.94,0.0,21345.94
61372,15715,189,2025-01-16,Delivered,1676.67,0.0,1676.67
61373,1564,161,2025-06-28,Processing,114720.17,10912.75,103807.42
61374,22654,12,2025-09-27,Returned,21228.06,0.0,21228.06
61375,40979,3,2025-02-06,Delivered,128242.49,20316.82,107925.67
61376,12072,69,2024-11-15,Shipped,71345.38,5844.88,65500.5
61377,27067,34,2025-12-28,Delivered,14162.83,2435.66,11727.17
61378,18172,127,2025-06-04,Shipped,11553.65,3051.16,8502.49
61379,43100,172,2026-01-15,Out for Delivery,111007.4,0.0,111007.4
61380,17489,97,2024-04-30,Cancelled,11572.1,0.0,11572.1
61381,20626,131,2024-11-16,Processing,93646.26,644.74,93001.52
61382,1774,88,2025-04-04,Delivered,22943.44,597.44,22346.0
61383,36401,82,2025-12-25,Delivered,66936.86,9851.72,57085.14
61384,21841,188,2024-05-02,Shipped,39383.34,0.0,39383.34
61385,49442,149,2025-04-11,Delivered,239927.78,11904.31,228023.47
61386,39073,18,2025-11-25,Delivered,14507.7,0.0,14507.7
61387,8107,99,2024-06-08,Processing,3798.91,0.0,3798.91
61388,42520,60,2026-02-13,Failed,252581.09,0.0,252581.09
61389,21280,120,2026-02-23,Shipped,1295.86,0.0,1295.86
61390,6134,69,2024-08-14,Processing,32476.65,6722.64,25754.01
61391,45204,123,2024-06-01,Processing,7566.73,749.26,6817.47
61392,44944,77,2024-03-28,Delivered,34338.22,0.0,34338.22
61393,34519,52,2025-02-18,Shipped,31639.46,9491.84,22147.62
61394,31987,140,2024-04-07,Cancelled,36129.01,5399.82,30729.19
61395,46339,57,2024-03-14,Processing,27272.73,0.0,27272.73
61396,6422,143,2024-07-29,Shipped,11405.36,0.0,11405.36
61397,16391,147,2026-01-25,Delivered,169401.06,0.0,169401.06
61398,44957,1,2025-11-04,Delivered,2977.13,102.23,2874.9
61399,1526,109,2024-09-18,Delivered,33100.56,0.0,33100.56
61400,15797,157,2025-07-23,Delivered,46829.62,1465.58,45364.04
61401,34236,14,2025-11-13,Delivered,77010.85,3993.06,73017.79
61402,41395,147,2025-08-11,Delivered,4527.27,0.0,4527.27
61403,21153,168,2025-04-23,Processing,50067.96,972.56,49095.4
61404,45582,163,2025-09-12,Failed,83286.67,54.87,83231.8
61405,7431,111,2025-05-09,Delivered,55151.0,2992.7,52158.3
61406,9543,45,2025-06-30,Delivered,5660.43,532.02,5128.41
61407,45076,149,2024-01-11,Out for Delivery,5974.24,0.0,5974.24
61408,12998,111,2025-01-11,Delivered,22435.94,0.0,22435.94
61409,12995,166,2024-07-15,Delivered,92077.57,0.0,92077.57
61410,11546,52,2024-07-06,Out for Delivery,11635.38,581.77,11053.61
61411,2351,33,2024-07-12,Delivered,83565.74,18458.33,65107.41
61412,7869,150,2024-01-08,Delivered,74967.94,0.0,74967.94
61413,7779,82,2024-07-29,Delivered,1909.54,0.0,1909.54
61414,17410,22,2025-07-15,Shipped,66948.94,0.0,66948.94
61415,31814,184,2024-09-05,Delivered,665692.76,196.71,665496.05
61416,302,22,2024-12-23,Delivered,7034.25,0.0,7034.25
61417,37173,55,2024-05-18,Cancelled,64791.38,0.0,64791.38
61418,17552,28,2024-08-03,Delivered,71118.19,2975.37,68142.82
61419,20857,98,2025-12-11,Shipped,54897.4,706.49,54190.91
61420,21127,90,2024-09-15,Delivered,33673.43,571.67,33101.76
61421,32015,168,2026-02-13,Shipped,77158.89,0.0,77158.89
61422,20561,140,2024-05-08,Processing,48316.62,0.0,48316.62
61423,21342,167,2025-02-28,Processing,10763.09,0.0,10763.09
61424,42825,171,2025-05-29,Delivered,68968.64,0.0,68968.64
61425,37928,41,2025-11-09,Out for Delivery,413556.49,2142.27,411414.22
61426,42019,184,2025-10-19,Returned,606327.33,0.0,606327.33
61427,43157,86,2025-11-25,Delivered,17723.48,505.32,17218.16
61428,14190,173,2024-05-15,Cancelled,4728.8,236.44,4492.36
61429,15202,165,2025-10-01,Delivered,8809.54,0.0,8809.54
61430,39853,79,2025-04-15,Delivered,26039.55,2603.96,23435.59
61431,21347,111,2024-04-11,Delivered,19180.57,5754.17,13426.4
61432,35400,39,2024-05-07,Delivered,176713.84,1477.58,175236.26
61433,13725,179,2024-02-28,Out for Delivery,128238.94,5844.15,122394.79
61434,33079,154,2024-02-08,Delivered,112232.97,696.84,111536.13
61435,11369,11,2025-09-25,Delivered,1702.62,0.0,1702.62
61436,19544,131,2026-01-10,Failed,38577.92,0.0,38577.92
61437,47320,115,2024-12-24,Delivered,26519.68,0.0,26519.68
61438,12495,67,2024-09-22,Delivered,319047.9,0.0,319047.9
61439,6121,88,2024-02-17,Processing,47937.83,157.86,47779.97
61440,30876,191,2025-09-06,Out for Delivery,55331.95,0.0,55331.95
61441,11184,148,2024-01-17,Delivered,1291.51,0.0,1291.51
61442,14129,5,2025-01-14,Delivered,496385.11,0.0,496385.11
61443,10691,83,2025-04-14,Delivered,37551.42,1072.27,36479.15
61444,1688,124,2024-10-19,Delivered,5437.59,0.0,5437.59
61445,49905,156,2024-07-15,Delivered,51057.9,0.0,51057.9
61446,1246,132,2025-04-15,Returned,118018.81,0.0,118018.81
61447,34390,13,2024-11-27,Delivered,21706.38,0.0,21706.38
61448,29710,151,2025-12-15,Shipped,154562.29,579.45,153982.84
61449,13357,75,2025-08-09,Delivered,844.67,211.17,633.5
61450,38612,38,2025-07-19,Delivered,115053.47,0.0,115053.47
61451,41159,7,2025-07-18,Delivered,16768.16,0.0,16768.16
61452,31586,76,2025-11-21,Processing,143107.92,7616.34,135491.58
61453,28020,176,2024-01-31,Delivered,9574.17,0.0,9574.17
61454,14700,77,2024-09-02,Shipped,18538.04,0.0,18538.04
61455,34832,45,2024-03-08,Delivered,60593.09,98.71,60494.38
61456,1522,181,2024-11-21,Returned,128947.05,38684.12,90262.93
61457,36470,194,2024-12-15,Delivered,89987.93,0.0,89987.93
61458,20800,90,2024-08-18,Processing,211755.87,0.0,211755.87
61459,40003,193,2025-04-13,Processing,147954.19,349.74,147604.45
61460,19244,116,2024-04-19,Out for Delivery,77279.36,0.0,77279.36
61461,18461,105,2025-05-15,Delivered,3618.51,1085.55,2532.96
61462,9157,196,2025-04-20,Failed,59076.9,0.0,59076.9
61463,12981,15,2024-10-01,Delivered,78637.56,0.0,78637.56
61464,24091,103,2026-01-12,Out for Delivery,14002.87,0.0,14002.87
61465,19019,18,2024-04-11,Delivered,595128.16,99765.83,495362.33
61466,39123,35,2025-01-02,Delivered,331148.85,6673.22,324475.63
61467,38869,2,2025-02-28,Delivered,106670.67,1520.62,105150.05
61468,11175,4,2025-06-26,Failed,434.7,0.0,434.7
61469,32754,8,2025-07-19,Returned,64065.43,8743.31,55322.12
61470,22585,198,2025-05-06,Processing,1410.06,0.0,1410.06
61471,41847,102,2024-12-22,Delivered,27809.43,0.0,27809.43
61472,49944,126,2024-03-15,Processing,106753.34,0.0,106753.34
61473,33053,163,2024-09-18,Shipped,56154.48,2070.32,54084.16
61474,43171,183,2025-11-24,Delivered,61.36,0.0,61.36
61475,48887,71,2024-08-12,Returned,58962.92,1491.04,57471.88
61476,2091,14,2025-06-26,Delivered,401717.32,300.01,401417.31
61477,24923,33,2025-07-24,Cancelled,283110.48,42466.57,240643.91
61478,6861,186,2024-08-16,Processing,52451.97,0.0,52451.97
61479,30622,199,2024-04-16,Out for Delivery,128103.11,0.0,128103.11
61480,18231,97,2025-01-22,Delivered,16860.76,687.54,16173.22
61481,25170,22,2025-03-08,Shipped,47186.38,1291.39,45894.99
61482,10630,163,2025-11-19,Delivered,19137.12,701.56,18435.56
61483,31055,84,2025-11-01,Processing,1102.89,0.0,1102.89
61484,1752,130,2025-11-01,Delivered,46071.18,6342.9,39728.28
61485,3728,17,2024-06-12,Delivered,21684.36,131.5,21552.86
61486,30959,72,2025-05-13,Returned,153574.76,0.0,153574.76
61487,48491,9,2024-07-15,Failed,3513.48,0.0,3513.48
61488,10390,41,2025-12-29,Delivered,280085.85,0.0,280085.85
61489,42247,48,2024-07-12,Delivered,324477.66,0.0,324477.66
61490,6906,56,2025-03-08,Processing,7154.78,0.0,7154.78
61491,46351,21,2025-01-21,Out for Delivery,15397.72,0.0,15397.72
61492,12229,187,2025-01-05,Processing,4618.14,0.0,4618.14
61493,20658,5,2024-07-04,Delivered,75744.02,775.59,74968.43
61494,15908,197,2025-07-08,Delivered,148132.0,151.0,147981.0
61495,17044,89,2025-11-06,Out for Delivery,37813.37,4135.24,33678.13
61496,21891,148,2024-08-24,Delivered,101542.01,26911.58,74630.43
61497,43573,115,2025-01-26,Delivered,49641.1,2603.96,47037.14
61498,34870,93,2024-05-27,Returned,320841.76,0.0,320841.76
61499,203,165,2024-10-19,Delivered,141966.51,3016.55,138949.96
61500,39519,36,2025-02-23,Failed,9613.81,0.0,9613.81
61501,23056,145,2024-11-30,Delivered,23563.48,0.0,23563.48
61502,17781,84,2025-12-02,Delivered,3437.98,0.0,3437.98
61503,18162,195,2025-01-06,Processing,88689.2,23437.92,65251.28
61504,27338,73,2024-03-09,Failed,69725.39,2787.01,66938.38
61505,40965,147,2024-12-25,Delivered,14803.5,0.0,14803.5
61506,28048,124,2024-06-14,Delivered,36965.52,0.0,36965.52
61507,27878,3,2025-07-13,Out for Delivery,1417.25,0.0,1417.25
61508,24779,167,2024-07-14,Processing,3211.7,0.0,3211.7
61509,10806,15,2025-01-09,Shipped,306138.14,0.0,306138.14
61510,38989,136,2025-05-28,Delivered,175896.53,0.0,175896.53
61511,49957,33,2025-04-11,Processing,332005.86,0.0,332005.86
61512,2594,136,2026-01-17,Cancelled,37196.32,0.0,37196.32
61513,16030,168,2024-12-17,Delivered,75738.2,0.0,75738.2
61514,38027,142,2024-02-23,Shipped,187741.63,0.0,187741.63
61515,31097,138,2024-05-12,Delivered,62635.92,18790.78,43845.14
61516,8988,109,2024-12-23,Processing,16158.74,183.41,15975.33
61517,737,20,2025-06-05,Processing,100571.52,2851.89,97719.63
61518,11310,2,2024-04-14,Delivered,428387.89,0.0,428387.89
61519,7607,132,2025-04-10,Processing,19480.96,48.16,19432.8
61520,18850,118,2025-05-03,Out for Delivery,49796.18,174.61,49621.57
61521,48518,16,2024-08-08,Delivered,118867.33,0.0,118867.33
61522,44753,55,2026-02-04,Out for Delivery,98488.72,764.84,97723.88
61523,40450,113,2025-11-23,Returned,14149.29,0.0,14149.29
61524,2908,58,2025-08-14,Delivered,45296.58,0.0,45296.58
61525,47478,77,2025-12-11,Delivered,4863.37,0.0,4863.37
61526,35949,35,2024-03-27,Delivered,28620.99,0.0,28620.99
61527,39685,139,2025-12-30,Delivered,267058.98,0.0,267058.98
61528,44278,132,2025-01-22,Delivered,136806.46,2370.82,134435.64
61529,29882,183,2026-01-21,Delivered,173249.41,10970.45,162278.96
61530,889,114,2024-04-16,Shipped,5849.67,0.0,5849.67
61531,7091,131,2025-03-22,Cancelled,18458.05,2307.88,16150.17
61532,38767,99,2024-01-11,Delivered,85768.39,16606.81,69161.58
61533,39405,44,2024-01-19,Delivered,3709.89,0.0,3709.89
61534,33481,193,2025-10-15,Shipped,46811.67,9362.33,37449.34
61535,21593,41,2024-04-13,Delivered,158492.45,2332.98,156159.47
61536,7002,167,2025-03-11,Delivered,4155.09,551.3,3603.79
61537,22739,14,2024-12-07,Delivered,49252.02,0.0,49252.02
61538,14795,133,2024-03-13,Delivered,80858.16,225.94,80632.22
61539,18824,66,2024-08-05,Delivered,154704.9,4495.11,150209.79
61540,29454,109,2025-12-13,Processing,27465.83,38.15,27427.68
61541,26150,53,2024-02-26,Delivered,14968.93,2758.31,12210.62
61542,14498,161,2026-01-17,Delivered,31911.99,0.0,31911.99
61543,5967,177,2025-09-19,Delivered,4213.95,0.0,4213.95
61544,34035,46,2024-07-06,Failed,13828.02,0.0,13828.02
61545,25280,63,2026-01-12,Failed,92181.34,0.0,92181.34
61546,12764,61,2025-05-16,Delivered,57427.79,5682.92,51744.87
61547,25100,87,2026-01-24,Delivered,294611.94,0.0,294611.94
61548,46973,119,2025-04-28,Delivered,48775.91,0.0,48775.91
61549,29665,95,2025-09-09,Shipped,41149.03,7942.17,33206.86
61550,49586,105,2025-03-04,Returned,11333.75,747.33,10586.42
61551,30499,148,2025-01-03,Delivered,4667.82,389.09,4278.73
61552,13416,15,2025-01-09,Failed,101088.54,23488.47,77600.07
61553,1839,162,2025-04-16,Delivered,30275.59,6055.12,24220.47
61554,36480,171,2025-05-05,Delivered,37998.11,0.0,37998.11
61555,38642,120,2024-04-17,Delivered,19975.78,727.88,19247.9
61556,20505,143,2025-08-30,Failed,43458.46,2643.6,40814.86
61557,31783,144,2025-05-28,Delivered,88887.52,0.0,88887.52
61558,18703,55,2024-03-17,Delivered,16638.01,0.0,16638.01
61559,30053,33,2024-10-03,Delivered,66446.16,0.0,66446.16
61560,18761,139,2024-07-29,Delivered,53473.74,5994.72,47479.02
61561,22803,185,2024-05-28,Delivered,254971.2,0.0,254971.2
61562,13154,161,2024-02-10,Returned,327592.99,75258.61,252334.38
61563,9481,125,2025-04-21,Out for Delivery,16607.99,1492.81,15115.18
61564,27216,78,2024-04-20,Shipped,114635.89,18544.32,96091.57
61565,3638,52,2024-04-24,Delivered,31813.65,0.0,31813.65
61566,25814,53,2025-02-10,Delivered,18302.49,0.0,18302.49
61567,26544,6,2025-10-17,Delivered,591276.44,23649.99,567626.45
61568,11699,36,2024-04-12,Delivered,274584.63,0.0,274584.63
61569,23690,184,2024-11-08,Processing,69189.83,0.0,69189.83
61570,6113,126,2026-01-10,Delivered,92722.13,20787.24,71934.89
61571,12356,65,2024-04-25,Failed,411814.96,0.0,411814.96
61572,47913,71,2025-07-09,Delivered,68225.21,434.09,67791.12
61573,32768,9,2025-10-28,Delivered,12567.84,0.0,12567.84
61574,7476,108,2024-02-20,Delivered,98792.9,1999.91,96792.99
61575,23767,66,2025-05-26,Cancelled,67299.62,0.0,67299.62
61576,14889,181,2025-02-24,Delivered,156436.83,1865.13,154571.7
61577,10824,174,2025-04-15,Delivered,44246.02,385.73,43860.29
61578,7217,57,2024-04-23,Delivered,22914.31,303.19,22611.12
61579,45235,174,2025-05-22,Delivered,35419.36,0.0,35419.36
61580,6810,93,2024-01-11,Delivered,26920.77,979.18,25941.59
61581,21702,69,2024-07-22,Cancelled,4220.67,0.0,4220.67
61582,34073,155,2025-08-20,Delivered,324780.47,0.0,324780.47
61583,32022,143,2025-06-02,Out for Delivery,70405.4,10784.8,59620.6
61584,26934,56,2024-04-21,Delivered,16038.83,0.0,16038.83
61585,41635,151,2026-01-04,Delivered,99507.78,2323.28,97184.5
61586,23000,108,2024-04-04,Processing,44293.42,0.0,44293.42
61587,3303,80,2024-05-18,Delivered,16755.3,161.08,16594.22
61588,38393,145,2024-09-05,Out for Delivery,1277.23,0.0,1277.23
61589,27835,28,2024-04-15,Processing,336917.26,56324.99,280592.27
61590,16033,138,2025-04-23,Out for Delivery,67249.8,0.0,67249.8
61591,10436,59,2024-05-29,Delivered,28525.38,4503.33,24022.05
