payment_id,order_id,payment_date,payment_mode,amount
80701,84943,2025-10-25,EMI,16003.42
80702,84944,2024-10-30,Credit Card,984.51
80703,84945,2026-02-25,EMI,20393.92
80704,84946,2024-07-19,Net Banking,23723.94
80705,84947,2025-03-17,Gift Card,1702.73
80706,84948,2024-09-10,EMI,8174.92
80707,84949,2026-01-30,Wallet,27694.33
80708,84950,2024-11-08,EMI,173415.72
80709,84951,2026-01-17,EMI,8836.87
80710,84952,2024-09-26,Buy Now Pay Later,53246.28
80711,84953,2025-09-18,UPI,30089.04
80712,84954,2024-10-04,Net Banking,30766.43
80713,84955,2025-08-22,EMI,3058.08
80714,84956,2025-01-20,Net Banking,77098.35
80715,84957,2025-09-05,UPI,2128.76
80716,84958,2025-12-22,UPI,143556.76
80717,84959,2025-04-29,Gift Card,7336.43
80718,84960,2024-09-15,UPI,223875.44
80719,84961,2024-12-20,Wallet,7883.29
80720,84962,2024-01-03,Buy Now Pay Later,76587.88
80721,84963,2024-06-08,UPI,4666.89
80722,84964,2025-04-01,Gift Card,15797.86
80723,84965,2025-04-16,EMI,9026.73
80724,84966,2026-02-26,Cash,74258.74
80725,84967,2025-09-12,Gift Card,4032.36
80726,84968,2026-01-07,Cash,9428.19
80727,84969,2024-05-07,Cash,94918.38
80728,84970,2024-11-01,Net Banking,5127.43
80729,84971,2025-07-22,Net Banking,298201.72
80730,84972,2024-08-13,Credit Card,257535.66
80731,84973,2025-03-08,EMI,126591.9
80732,84974,2024-05-17,Gift Card,27243.91
80733,84975,2024-04-26,EMI,508940.83
80734,84976,2024-02-19,Buy Now Pay Later,37600.44
80735,84977,2025-01-16,Debit Card,1881.53
80736,84978,2024-09-07,UPI,50978.44
80737,84979,2024-04-15,Gift Card,5938.22
80738,84980,2024-02-05,Debit Card,132323.67
80739,84981,2024-07-25,Debit Card,21919.65
80740,84983,2024-04-03,Wallet,6920.27
80741,84984,2024-03-26,Cash,1360.47
80742,84987,2024-07-19,Net Banking,5392.24
80743,84988,2025-01-03,Buy Now Pay Later,1907.21
80744,84990,2025-04-10,Debit Card,6176.19
80745,84991,2024-10-22,Gift Card,275119.44
80746,84992,2025-01-21,Wallet,61731.23
80747,84993,2025-01-11,Buy Now Pay Later,87996.95
80748,84994,2025-02-20,Buy Now Pay Later,8704.98
80749,84995,2024-12-31,Net Banking,54329.23
80750,84996,2024-08-31,Wallet,346.83
80751,84997,2024-12-09,Cash,21919.69
80752,84998,2025-11-27,Buy Now Pay Later,2154.57
80753,84999,2025-09-30,Wallet,8284.44
80754,85000,2024-12-27,Net Banking,137038.57
80755,85001,2025-08-28,UPI,33687.07
80756,85002,2024-06-29,Net Banking,60450.36
80757,85003,2025-04-11,EMI,117629.42
80758,85005,2025-06-01,Wallet,232143.27
80759,85006,2025-07-20,Gift Card,123108.61
80760,85007,2024-09-28,Net Banking,32600.3
80761,85008,2025-09-13,EMI,136249.44
80762,85009,2024-11-16,Debit Card,25360.92
80763,85010,2024-09-20,UPI,13520.32
80764,85011,2025-11-21,Buy Now Pay Later,91184.37
80765,85012,2025-06-25,UPI,62262.22
80766,85013,2025-09-28,Cash,7427.9
80767,85014,2024-02-03,Debit Card,297652.65
80768,85015,2024-04-18,UPI,81367.37
80769,85016,2024-01-27,Credit Card,895.74
80770,85017,2024-08-11,Net Banking,34883.31
80771,85018,2025-10-25,Net Banking,156797.03
80772,85019,2026-01-01,Cash,23317.85
80773,85020,2024-10-24,Gift Card,1376.59
80774,85021,2025-12-27,EMI,94837.03
80775,85022,2024-06-26,EMI,106067.14
80776,85023,2024-06-16,UPI,209528.11
80777,85024,2024-09-12,Gift Card,99937.62
80778,85025,2025-06-21,Wallet,32659.73
80779,85026,2024-11-15,UPI,3244.02
80780,85027,2025-08-20,Credit Card,41966.59
80781,85028,2024-08-30,Debit Card,81995.24
80782,85029,2025-04-29,Wallet,564.77
80783,85030,2024-04-13,Buy Now Pay Later,67885.35
80784,85031,2024-09-24,EMI,324466.0
80785,85032,2024-08-29,Buy Now Pay Later,5680.62
80786,85033,2024-12-30,EMI,111611.5
80787,85034,2024-08-02,UPI,2463.27
80788,85035,2025-11-26,Credit Card,11589.44
80789,85036,2024-11-12,UPI,36285.63
80790,85037,2026-01-19,Buy Now Pay Later,202677.51
80791,85038,2025-03-23,Net Banking,75108.86
80792,85039,2025-07-28,EMI,294000.25
80793,85040,2025-07-01,Cash,85044.99
80794,85041,2024-06-20,Credit Card,11868.83
80795,85042,2024-06-21,Wallet,18990.93
80796,85043,2025-07-09,EMI,26674.88
80797,85045,2025-09-29,EMI,44348.76
80798,85046,2025-02-18,Debit Card,53113.53
80799,85047,2025-11-16,Gift Card,18978.35
80800,85048,2025-05-31,Debit Card,9726.12
80801,85049,2024-10-08,Gift Card,9771.44
80802,85050,2024-07-12,EMI,3020.18
80803,85051,2025-12-26,Gift Card,122609.88
80804,85052,2024-12-02,EMI,42485.12
80805,85053,2025-09-26,Net Banking,81543.57
80806,85055,2024-08-09,Debit Card,388143.5
80807,85056,2025-08-04,Wallet,23491.44
80808,85057,2025-01-13,Cash,116780.46
80809,85058,2024-11-26,Credit Card,125240.07
80810,85059,2024-08-25,Wallet,74188.24
80811,85060,2025-11-14,EMI,184248.53
80812,85061,2024-09-28,Wallet,30768.13
80813,85062,2024-05-31,Cash,208.07
80814,85063,2024-10-21,Gift Card,58324.6
80815,85064,2026-01-12,Credit Card,18136.56
80816,85065,2024-01-03,EMI,5918.43
80817,85066,2025-03-12,EMI,33428.92
80818,85067,2024-06-16,Net Banking,28882.89
80819,85068,2025-01-01,Cash,601.54
80820,85069,2024-08-26,UPI,62115.95
80821,85070,2025-02-27,EMI,686059.83
80822,85071,2025-09-29,Wallet,178084.02
80823,85072,2024-07-20,Wallet,6067.74
80824,85073,2026-02-13,EMI,10110.12
80825,85074,2024-11-12,Net Banking,5126.2
80826,85075,2025-05-02,Debit Card,432733.5
80827,85076,2024-03-14,Debit Card,14015.28
80828,85077,2025-02-08,Buy Now Pay Later,10128.44
80829,85078,2025-02-03,Credit Card,177474.67
80830,85079,2024-11-06,Cash,31934.44
80831,85080,2024-11-18,Cash,37062.32
80832,85081,2025-07-08,EMI,412783.39
80833,85082,2025-04-07,UPI,28313.52
80834,85083,2025-11-03,Buy Now Pay Later,33941.42
80835,85084,2026-02-04,EMI,40429.52
80836,85085,2024-03-11,EMI,205455.62
80837,85086,2025-05-04,UPI,7371.65
80838,85087,2024-12-06,EMI,210784.4
80839,85088,2024-06-10,Wallet,46897.44
80840,85089,2024-04-03,Credit Card,139685.84
80841,85090,2024-10-13,Cash,31086.54
80842,85091,2026-01-03,Net Banking,279206.8
80843,85092,2025-06-09,Cash,10166.57
80844,85093,2026-02-03,Wallet,3344.37
80845,85094,2024-06-07,Credit Card,11129.67
80846,85095,2025-02-07,EMI,30318.1
80847,85096,2025-11-04,Cash,452775.37
80848,85097,2025-07-12,Wallet,30492.76
80849,85098,2024-10-26,Debit Card,20959.83
80850,85099,2024-04-09,Cash,209082.36
80851,85100,2024-02-27,Cash,114040.83
80852,85101,2025-12-16,Buy Now Pay Later,794367.57
80853,85102,2025-03-27,Debit Card,134822.22
80854,85103,2025-01-06,Debit Card,148751.09
80855,85104,2024-04-14,Debit Card,11056.77
80856,85105,2024-10-18,Buy Now Pay Later,83339.28
80857,85106,2024-06-24,Cash,6897.98
80858,85107,2026-02-04,Cash,30236.64
80859,85108,2025-03-31,Gift Card,13581.17
80860,85109,2025-10-25,UPI,280760.7
80861,85110,2025-08-19,Debit Card,39154.14
80862,85111,2025-12-30,UPI,75211.64
80863,85112,2025-12-08,Debit Card,144751.2
80864,85113,2025-05-11,Cash,26314.86
80865,85114,2024-09-12,Wallet,57997.0
80866,85115,2024-04-25,Gift Card,3287.76
80867,85116,2026-01-22,UPI,8472.37
80868,85117,2024-05-21,Credit Card,3806.68
80869,85118,2024-09-30,UPI,82349.4
80870,85119,2024-03-23,UPI,38341.05
80871,85120,2025-06-27,Buy Now Pay Later,37390.51
80872,85121,2024-01-01,Debit Card,86801.14
80873,85122,2024-08-10,Wallet,136978.99
80874,85123,2025-01-29,Net Banking,80031.22
80875,85124,2024-10-16,UPI,1433.98
80876,85125,2025-12-23,Gift Card,40032.76
80877,85126,2024-03-03,Credit Card,9318.8
80878,85127,2025-09-23,Wallet,23141.54
80879,85128,2024-02-11,Wallet,16451.89
80880,85129,2025-03-06,Cash,363616.58
80881,85130,2026-01-24,Buy Now Pay Later,47397.65
80882,85131,2024-02-10,Gift Card,52739.23
80883,85132,2024-11-04,UPI,80603.92
80884,85133,2025-07-10,Net Banking,105412.9
80885,85134,2024-12-16,EMI,39581.47
80886,85135,2025-02-19,Cash,201739.75
80887,85136,2025-07-29,Cash,16491.44
80888,85137,2024-05-15,EMI,310127.78
80889,85138,2025-02-01,EMI,352.17
80890,85139,2024-07-28,Debit Card,26191.16
80891,85140,2026-02-12,Debit Card,10816.44
80892,85141,2024-05-22,Wallet,30451.35
80893,85142,2024-08-18,Net Banking,73282.78
80894,85143,2024-08-06,EMI,6490.37
80895,85144,2026-01-18,EMI,51490.11
80896,85145,2025-03-12,Net Banking,201336.57
80897,85146,2024-03-26,Gift Card,93944.26
80898,85147,2025-01-29,Debit Card,3717.44
80899,85148,2024-01-23,Cash,48623.6
80900,85149,2025-10-25,Wallet,41317.6
80901,85150,2024-06-07,Credit Card,3173.5
80902,85151,2025-05-27,Cash,49600.2
80903,85152,2024-06-05,Cash,21109.45
80904,85153,2024-10-10,Net Banking,16735.88
80905,85154,2024-05-15,EMI,8034.06
80906,85155,2024-09-12,Gift Card,82830.53
80907,85156,2026-02-09,Buy Now Pay Later,80645.97
80908,85157,2026-02-02,Gift Card,4271.19
80909,85158,2025-07-28,Gift Card,89751.19
80910,85159,2025-06-28,Cash,20976.04
80911,85160,2025-05-08,UPI,49834.84
80912,85161,2025-08-06,Cash,20910.65
80913,85162,2025-02-19,Debit Card,372988.82
80914,85163,2024-02-05,Gift Card,353119.32
80915,85165,2025-01-30,Buy Now Pay Later,154836.09
80916,85166,2025-01-08,Cash,10798.24
80917,85167,2024-06-21,UPI,11491.35
80918,85168,2026-01-24,Credit Card,28147.71
80919,85169,2025-09-12,EMI,35372.09
80920,85170,2024-07-06,Wallet,47188.28
80921,85171,2025-10-04,EMI,9742.19
80922,85172,2025-07-11,Wallet,19405.5
80923,85173,2024-01-13,Credit Card,6526.99
80924,85174,2024-06-12,Cash,116382.49
80925,85176,2024-07-30,UPI,138388.76
80926,85177,2024-05-07,Credit Card,6045.45
80927,85178,2024-04-24,UPI,151.22
80928,85179,2025-11-10,UPI,902.52
80929,85180,2025-05-23,Credit Card,375255.22
80930,85181,2024-10-23,Cash,7840.11
80931,85182,2025-01-04,Cash,12037.51
80932,85183,2024-07-30,EMI,28674.88
80933,85184,2024-10-11,Wallet,11830.43
80934,85185,2024-08-30,UPI,33411.8
80935,85186,2024-12-04,EMI,54241.42
80936,85187,2025-02-26,Net Banking,35866.11
80937,85188,2024-04-12,Net Banking,12330.29
80938,85189,2026-01-26,Net Banking,9726.36
80939,85190,2025-12-30,Wallet,69204.32
80940,85191,2025-02-12,Buy Now Pay Later,18836.31
80941,85192,2025-06-06,Buy Now Pay Later,261363.82
80942,85194,2025-06-28,Cash,190269.99
80943,85195,2025-03-28,Net Banking,2586.3
80944,85196,2025-02-24,Wallet,418875.63
80945,85197,2024-10-12,Wallet,24002.49
80946,85198,2024-07-10,UPI,19102.41
80947,85199,2024-01-02,Debit Card,42872.17
80948,85200,2024-09-09,Wallet,15805.57
80949,85201,2025-11-02,Net Banking,8707.94
80950,85202,2025-04-20,Net Banking,24938.97
80951,85203,2024-07-12,Gift Card,210498.12
80952,85204,2024-02-26,Gift Card,27833.98
80953,85205,2025-12-06,Buy Now Pay Later,43903.31
80954,85206,2024-11-07,EMI,33065.88
80955,85208,2025-05-06,Wallet,306051.11
80956,85209,2026-02-03,UPI,241101.98
80957,85210,2024-07-16,UPI,185538.49
80958,85211,2025-11-10,Net Banking,28231.89
80959,85212,2024-12-31,Net Banking,43323.35
80960,85213,2025-11-29,Wallet,141407.48
80961,85214,2025-02-11,EMI,112855.16
80962,85215,2025-08-26,Credit Card,17652.9
80963,85216,2024-12-05,Wallet,49155.24
80964,85217,2026-02-24,Gift Card,3101.84
80965,85218,2024-12-06,Cash,31630.01
80966,85219,2024-09-04,Gift Card,29496.6
80967,85220,2024-06-03,UPI,40756.05
80968,85221,2025-12-08,Net Banking,10925.41
80969,85222,2025-07-16,UPI,23128.84
80970,85223,2024-09-13,Cash,32841.2
80971,85224,2024-12-11,Wallet,397305.27
80972,85225,2024-08-29,EMI,23225.22
80973,85226,2025-10-20,Debit Card,25932.06
80974,85227,2024-07-15,Gift Card,66351.57
80975,85228,2025-11-21,Gift Card,4927.02
80976,85229,2024-05-21,Wallet,25030.28
80977,85230,2025-12-10,UPI,31764.21
80978,85231,2025-02-24,UPI,251510.27
80979,85232,2025-02-28,Wallet,4036.6
80980,85233,2025-10-19,Gift Card,111675.51
80981,85234,2024-11-23,Credit Card,131839.63
80982,85235,2025-03-28,EMI,19270.51
80983,85236,2025-06-06,Net Banking,177329.55
80984,85237,2024-06-03,Gift Card,228556.37
80985,85238,2024-10-30,Cash,28924.8
80986,85239,2025-02-01,Gift Card,201253.14
80987,85240,2024-05-22,Credit Card,24391.98
80988,85241,2024-03-01,Gift Card,104497.81
80989,85242,2025-03-15,Debit Card,32828.97
80990,85243,2025-05-05,UPI,4511.33
80991,85244,2024-08-27,Net Banking,12690.24
80992,85245,2025-03-16,Credit Card,6703.32
80993,85246,2025-09-27,Net Banking,20363.76
80994,85247,2024-06-27,Debit Card,216780.02
80995,85248,2025-01-03,Credit Card,14626.44
80996,85249,2024-09-27,Buy Now Pay Later,351734.64
80997,85250,2025-06-02,UPI,38178.14
80998,85251,2025-03-09,Net Banking,12996.12
80999,85252,2025-02-19,Wallet,242220.28
81000,85253,2024-03-16,EMI,10674.82
81001,85254,2025-04-20,Gift Card,121461.11
81002,85255,2025-01-14,Credit Card,12055.64
81003,85256,2024-08-15,Debit Card,27398.08
81004,85257,2024-09-20,Gift Card,371912.64
81005,85258,2025-04-17,EMI,12460.16
81006,85259,2025-01-01,Net Banking,80204.02
81007,85260,2024-06-20,EMI,30714.9
81008,85261,2024-11-18,Gift Card,4757.41
81009,85262,2024-09-05,Debit Card,209992.04
81010,85263,2026-02-25,Credit Card,166706.26
81011,85264,2024-11-01,EMI,63905.64
81012,85265,2025-11-22,Credit Card,12777.72
81013,85267,2026-02-20,Gift Card,71311.62
81014,85268,2024-04-08,Wallet,113302.81
81015,85269,2026-01-24,EMI,457595.08
81016,85270,2024-10-26,EMI,13210.08
81017,85271,2025-06-12,Net Banking,233338.84
81018,85272,2024-09-30,Buy Now Pay Later,149599.49
81019,85274,2025-08-15,Debit Card,12049.2
81020,85275,2024-07-08,Gift Card,325507.05
81021,85276,2025-10-31,Debit Card,29177.62
81022,85277,2024-01-11,UPI,46536.41
81023,85278,2025-08-14,EMI,167584.27
81024,85279,2025-06-04,Credit Card,24037.76
81025,85280,2025-09-23,EMI,241284.27
81026,85281,2024-11-11,UPI,3415.89
81027,85282,2024-01-22,Net Banking,9895.55
81028,85283,2025-06-08,Buy Now Pay Later,261987.22
81029,85284,2024-08-15,UPI,11224.94
81030,85285,2025-04-05,Credit Card,90142.72
81031,85286,2025-12-31,Gift Card,19711.96
81032,85287,2025-11-22,EMI,110570.42
81033,85288,2024-01-15,Wallet,24737.19
81034,85289,2024-11-23,Wallet,404289.77
81035,85290,2025-06-15,Buy Now Pay Later,45965.63
81036,85291,2025-05-10,Buy Now Pay Later,182069.66
81037,85292,2025-03-29,Net Banking,4515.21
81038,85293,2024-02-01,UPI,18485.82
81039,85295,2025-07-06,Gift Card,48013.35
81040,85297,2024-12-16,EMI,318043.28
81041,85299,2026-02-09,Credit Card,34291.16
81042,85300,2026-01-22,Buy Now Pay Later,25248.62
81043,85301,2024-03-01,Cash,451756.87
81044,85302,2025-09-08,Credit Card,985.46
81045,85303,2026-02-16,Credit Card,56398.4
81046,85304,2025-03-07,Debit Card,54019.36
81047,85305,2025-03-10,Credit Card,110145.74
81048,85306,2024-05-02,Debit Card,277410.36
81049,85307,2024-11-20,Debit Card,117452.93
81050,85308,2024-12-27,Buy Now Pay Later,13043.73
81051,85309,2024-01-07,Wallet,60736.32
81052,85310,2025-02-13,Credit Card,16732.12
81053,85311,2024-04-20,Cash,182676.34
81054,85312,2024-05-08,UPI,59598.31
81055,85313,2024-07-25,Gift Card,40792.11
81056,85314,2024-12-30,Net Banking,1165.24
81057,85315,2025-11-12,Debit Card,18472.37
81058,85317,2024-11-10,Buy Now Pay Later,7026.85
81059,85318,2026-01-14,EMI,361326.6
81060,85319,2025-08-07,Credit Card,10391.92
81061,85320,2024-08-27,Gift Card,73810.91
81062,85321,2025-04-14,Gift Card,5809.95
81063,85322,2025-03-15,Debit Card,22746.15
81064,85323,2024-07-22,Debit Card,67199.58
81065,85324,2024-05-11,Wallet,8264.03
81066,85325,2024-05-18,Wallet,56908.47
81067,85326,2024-08-25,EMI,38198.66
81068,85327,2025-10-06,Debit Card,4084.36
81069,85328,2025-08-11,Buy Now Pay Later,34932.45
81070,85329,2025-05-30,Debit Card,21054.92
81071,85330,2025-04-05,Cash,139502.52
81072,85331,2024-06-02,EMI,17527.98
81073,85332,2024-04-07,EMI,14853.49
81074,85333,2024-03-15,EMI,66586.33
81075,85334,2024-04-21,Cash,96369.52
81076,85335,2024-12-16,Debit Card,46656.16
81077,85336,2025-01-30,Credit Card,18330.0
81078,85337,2025-01-23,Gift Card,53344.13
81079,85338,2025-07-09,EMI,28818.49
81080,85339,2025-06-14,Wallet,230419.2
81081,85340,2025-08-19,Net Banking,15460.87
81082,85341,2025-02-05,EMI,427.31
81083,85342,2026-01-15,Credit Card,96239.8
81084,85343,2024-12-11,Cash,314502.57
81085,85344,2024-11-18,Gift Card,206715.56
81086,85345,2024-06-27,UPI,27287.28
81087,85346,2024-09-10,EMI,416982.87
81088,85347,2025-07-15,Credit Card,72542.46
81089,85348,2024-09-19,Wallet,30458.7
81090,85349,2024-10-08,Debit Card,3462.1
81091,85350,2025-09-30,Credit Card,32910.17
81092,85351,2024-04-22,Debit Card,13445.67
81093,85352,2026-02-22,Buy Now Pay Later,13860.55
81094,85353,2025-02-12,Cash,435845.43
81095,85354,2024-03-15,Buy Now Pay Later,30523.5
81096,85355,2025-10-19,Gift Card,29959.33
81097,85356,2025-02-17,Credit Card,6824.8
81098,85357,2025-04-27,Wallet,363351.38
81099,85358,2025-11-16,Credit Card,19171.86
81100,85359,2025-08-29,UPI,6197.7
81101,85360,2024-03-28,UPI,12837.32
81102,85361,2024-02-15,Buy Now Pay Later,325431.88
81103,85362,2025-04-20,Net Banking,58838.23
81104,85363,2024-10-21,Net Banking,26594.34
81105,85364,2026-01-15,Credit Card,16275.11
81106,85365,2025-08-24,Cash,33134.89
81107,85366,2025-03-12,Cash,107683.23
81108,85367,2024-09-22,UPI,92744.04
81109,85368,2024-08-26,UPI,236411.14
81110,85369,2024-08-06,Cash,5217.6
81111,85370,2025-07-17,Cash,96273.9
81112,85371,2024-02-14,Wallet,428.59
81113,85372,2025-01-29,Cash,381888.16
81114,85373,2025-10-23,EMI,150913.31
81115,85374,2025-06-14,EMI,7571.01
81116,85375,2025-10-03,Net Banking,59578.54
81117,85376,2024-06-23,Wallet,21179.05
81118,85377,2024-07-07,Credit Card,7731.3
81119,85378,2024-08-30,Gift Card,1112.14
81120,85379,2025-06-01,Net Banking,185292.38
81121,85380,2025-04-18,Wallet,22294.16
81122,85381,2024-06-09,Wallet,23235.24
81123,85382,2025-12-21,Wallet,49648.96
81124,85383,2025-06-08,Debit Card,859.86
81125,85384,2024-12-25,EMI,532145.41
81126,85385,2025-02-07,EMI,23235.24
81127,85386,2026-01-24,Credit Card,21530.69
81128,85387,2024-11-27,UPI,5588.14
81129,85388,2025-07-14,Net Banking,25604.62
81130,85389,2024-06-23,Wallet,68506.69
81131,85390,2025-09-16,Cash,177459.41
81132,85391,2024-07-17,Debit Card,16109.54
81133,85392,2025-05-27,EMI,115540.62
81134,85393,2025-10-18,Cash,89515.08
81135,85394,2024-08-13,Credit Card,156095.15
81136,85395,2025-06-18,Wallet,585154.24
81137,85396,2024-02-16,Gift Card,2440.18
81138,85397,2024-12-17,Net Banking,28822.12
81139,85398,2025-09-10,Debit Card,22466.88
81140,85399,2025-08-28,Gift Card,23247.46
81141,85401,2025-10-20,Credit Card,34123.56
81142,85402,2025-10-23,Cash,28296.03
81143,85403,2025-02-19,Debit Card,60381.69
81144,85404,2024-10-14,Buy Now Pay Later,53655.76
81145,85405,2025-03-07,Credit Card,25592.48
81146,85406,2025-09-29,Credit Card,11709.8
81147,85407,2025-12-02,Cash,39508.93
81148,85408,2024-12-14,Cash,36194.35
81149,85409,2024-12-09,Net Banking,39372.06
81150,85410,2024-08-12,Cash,188998.82
81151,85411,2025-02-23,Debit Card,13911.24
81152,85412,2025-11-02,Debit Card,97911.27
81153,85414,2025-07-29,UPI,132456.12
81154,85415,2025-05-21,UPI,39612.9
81155,85416,2025-12-09,Gift Card,228823.92
81156,85417,2025-11-02,Gift Card,10098.8
81157,85418,2024-03-27,Cash,103738.45
81158,85419,2025-08-14,Wallet,279644.38
81159,85420,2025-04-10,Wallet,30851.15
81160,85421,2025-09-04,Cash,40602.73
81161,85422,2025-07-04,Net Banking,1138.6
81162,85423,2024-10-23,Debit Card,49648.93
81163,85424,2024-10-06,UPI,24949.41
81164,85425,2025-02-07,UPI,289233.89
81165,85426,2025-12-14,Net Banking,24697.82
81166,85427,2024-07-05,EMI,17422.14
81167,85428,2024-04-12,Gift Card,27108.28
81168,85429,2025-04-23,Credit Card,1908.5
81169,85432,2025-07-05,Debit Card,96159.38
81170,85433,2025-06-16,Debit Card,211926.62
81171,85434,2024-01-28,Buy Now Pay Later,17081.02
81172,85435,2025-09-23,Credit Card,8645.98
81173,85436,2025-09-09,Gift Card,248383.77
81174,85437,2024-05-12,Net Banking,138868.87
81175,85438,2025-07-06,UPI,59613.22
81176,85439,2024-11-08,EMI,26278.22
81177,85440,2025-01-20,EMI,118490.26
81178,85441,2024-02-22,UPI,162992.54
81179,85442,2024-11-11,UPI,184660.91
81180,85443,2025-11-24,Gift Card,29627.58
81181,85444,2025-12-05,Buy Now Pay Later,286224.16
81182,85445,2025-05-14,Gift Card,25436.63
81183,85446,2024-11-10,Wallet,173689.07
81184,85447,2024-09-26,Buy Now Pay Later,59025.13
81185,85448,2024-07-20,Net Banking,63862.86
81186,85450,2025-12-24,Cash,93127.41
81187,85451,2025-01-27,Gift Card,40886.67
81188,85452,2025-05-06,Buy Now Pay Later,36876.76
81189,85453,2025-09-11,Credit Card,43936.49
81190,85454,2025-06-25,Gift Card,15270.36
81191,85455,2024-06-18,Net Banking,4696.29
81192,85456,2025-02-12,Wallet,106777.74
81193,85457,2024-06-02,Gift Card,34452.08
81194,85458,2025-04-25,UPI,5432.31
81195,85459,2025-10-09,EMI,41047.58
81196,85460,2024-08-15,Net Banking,46850.25
81197,85461,2025-06-17,EMI,60060.23
81198,85462,2024-12-02,Cash,13504.35
81199,85463,2025-07-03,UPI,10391.92
81200,85465,2025-11-03,Net Banking,16358.97
81201,85466,2025-04-15,Credit Card,10356.04
81202,85467,2025-06-12,UPI,1854.19
81203,85468,2025-07-12,Buy Now Pay Later,86452.3
81204,85469,2024-04-10,Gift Card,59622.86
81205,85470,2024-08-27,Net Banking,40206.06
81206,85471,2025-12-13,EMI,18506.52
81207,85472,2025-01-23,Credit Card,7338.06
81208,85473,2024-01-16,Cash,23399.6
81209,85475,2024-07-07,UPI,156090.27
81210,85476,2024-04-07,EMI,10124.26
81211,85477,2024-03-15,Wallet,593.15
81212,85478,2025-08-21,UPI,23961.3
81213,85479,2026-02-10,Debit Card,7187.51
81214,85480,2025-02-27,Net Banking,58807.35
81215,85481,2024-08-26,Credit Card,16753.25
81216,85482,2024-07-10,Gift Card,21983.66
81217,85483,2024-09-15,Debit Card,5024.67
81218,85484,2024-08-31,Debit Card,4822.92
81219,85486,2026-02-23,UPI,33129.52
81220,85487,2025-03-18,Credit Card,39515.63
81221,85488,2025-01-10,Net Banking,45731.3
81222,85489,2024-10-07,UPI,713073.3
81223,85490,2025-04-24,EMI,49145.47
81224,85491,2025-02-20,Wallet,2149.69
81225,85492,2024-12-09,Buy Now Pay Later,4799.65
81226,85493,2026-02-18,Credit Card,216923.86
81227,85494,2025-03-18,Net Banking,99605.61
81228,85495,2024-06-30,Wallet,21885.8
81229,85496,2024-12-12,Credit Card,132208.82
81230,85497,2024-10-27,Credit Card,99716.84
81231,85498,2025-06-26,Cash,2620.57
81232,85499,2024-05-11,Net Banking,51460.63
81233,85500,2025-01-18,Net Banking,111533.71
81234,85501,2024-03-08,Gift Card,33139.03
81235,85502,2025-02-25,UPI,6613.62
81236,85503,2025-05-16,Gift Card,52415.96
81237,85504,2024-08-09,Wallet,95.02
81238,85505,2024-06-08,Buy Now Pay Later,9234.18
81239,85506,2024-12-12,Buy Now Pay Later,11523.15
81240,85507,2025-04-04,EMI,47941.83
81241,85509,2025-01-17,Cash,234253.21
81242,85510,2026-02-23,Buy Now Pay Later,76427.51
81243,85511,2024-10-09,Wallet,48386.56
81244,85512,2025-04-11,UPI,8421.36
81245,85513,2024-09-09,Gift Card,15202.46
81246,85514,2025-08-14,Credit Card,124664.46
81247,85515,2025-09-19,Net Banking,17791.4
81248,85516,2025-06-23,Gift Card,444578.17
81249,85517,2025-06-16,Wallet,55130.96
81250,85518,2025-08-19,Buy Now Pay Later,43462.43
81251,85519,2024-08-16,Debit Card,78974.67
81252,85520,2025-05-13,EMI,79113.31
81253,85521,2025-03-16,Credit Card,74517.02
81254,85522,2025-11-03,Wallet,83461.84
81255,85523,2025-06-04,EMI,6451.02
81256,85524,2025-05-19,Buy Now Pay Later,199567.6
81257,85525,2025-06-08,Credit Card,324597.36
81258,85526,2025-01-18,UPI,40400.14
81259,85527,2025-06-14,Cash,220995.94
81260,85528,2024-03-02,UPI,67462.38
81261,85529,2025-07-30,Credit Card,35837.1
81262,85530,2025-03-06,Buy Now Pay Later,103190.77
81263,85531,2024-05-30,Wallet,13518.88
81264,85532,2025-07-21,Wallet,179692.45
81265,85533,2024-06-13,Net Banking,63703.46
81266,85534,2025-01-17,EMI,13459.65
81267,85535,2025-03-18,Gift Card,450969.3
81268,85536,2024-01-25,Debit Card,6690.27
81269,85537,2025-04-30,Wallet,17298.49
81270,85538,2024-11-02,Wallet,96256.63
81271,85539,2024-06-19,Debit Card,2190.16
81272,85540,2024-08-11,Wallet,30536.99
81273,85541,2025-04-22,UPI,18128.34
81274,85542,2024-10-10,Buy Now Pay Later,9230.33
81275,85543,2025-10-02,Wallet,74620.98
81276,85544,2024-04-14,EMI,434484.93
81277,85546,2024-10-16,Credit Card,14497.87
81278,85547,2025-10-18,Credit Card,23662.38
81279,85548,2025-02-17,EMI,18272.6
81280,85549,2024-07-05,Gift Card,52160.44
81281,85550,2025-04-10,Net Banking,55296.28
81282,85551,2024-01-26,UPI,9344.27
81283,85552,2024-04-19,EMI,94437.96
81284,85553,2024-11-22,Buy Now Pay Later,371.98
81285,85554,2024-06-04,Cash,63636.93
81286,85556,2024-09-29,EMI,56324.07
81287,85558,2026-02-09,Credit Card,49417.12
81288,85559,2025-10-12,Cash,337732.64
81289,85560,2024-04-22,Cash,73713.17
81290,85561,2025-01-25,Net Banking,93399.15
81291,85562,2025-06-23,UPI,98363.56
81292,85563,2025-06-11,Credit Card,44672.15
81293,85564,2025-01-02,Buy Now Pay Later,14129.17
